;;;;;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhD;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kWhR;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhD;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR;kVarhR
Frt01615;ITALCOL BELLINI;2841136;9/05/2022;P;389.81;394.92;397.75;377.75;349;313.38;325.96;355.12;356.45;363.8;365.72;374.27;390.51;416.86;391.34;402.48;399.1;403.81;406.51;415.46;412.67;422.24;427.77;426.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160.22;160.92;162.43;158.92;155.21;139.12;152.42;155.18;157.39;162.09;161.91;171.36;178.81;188.73;155.59;161.08;158.42;167.51;182.63;183.49;183.11;171.81;177.12;185.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01751;POLLOSAN INCUBACION V1;2839463;9/01/2022;P;104.03;116.51;115.65;111.92;110.17;103.36;101.05;105.88;102.5;112.74;109.23;105.2;113.26;121.85;135.6;132.38;128.72;124.59;114.92;110.05;107.6;95.01;95.07;94.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.94;21.83;24.67;22.64;22.7;19.16;19.52;21.62;18.3;25.11;20.01;18.99;20.59;24.07;26.32;23.96;24.65;25.87;23.64;22.39;22.04;19.14;17.34;16.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01751;POLLOSAN INCUBACION V1;2839463;9/02/2022;P;90.9;95.63;94.17;89.27;79.4;82.25;98.82;96.77;100.55;103.29;108.17;107.78;114.26;113.92;117.35;115.17;103.7;92.05;100.63;101.61;99.2;96.23;93.24;93.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.94;18.56;15.71;11.71;10.54;9.9;11.42;19.93;21.73;15.43;27.13;22.03;21.17;20.91;23.71;24.98;17.46;11.98;18.4;17.28;16.68;16.09;13.22;14.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01751;POLLOSAN INCUBACION V1;2839463;9/03/2022;P;91.58;89.74;89.48;89.74;90.88;91.61;92.58;16.75;0;0;14.92;112.71;113.54;110.67;104.84;107.6;104.86;108.59;98.44;97.58;94.1;94.43;92.5;91.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.85;12.57;12.06;11.88;11.88;13.23;13.6;1.98;0;0;5.91;23.5;26.12;25.67;21.96;25.59;23.88;22.09;16.2;15.99;13.43;14.55;12.49;11.37;0;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01751;POLLOSAN INCUBACION V1;2839463;9/04/2022;P;92.15;91.54;91.36;91.71;93.23;94.61;94.41;94.46;96.46;102.46;107.38;110.17;111.71;113.83;109.69;114.39;113.75;106.05;102.56;97.61;98.49;97.12;97.02;95.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.76;11.78;11.88;12.05;14.88;16.45;18.91;19.26;20.03;23.12;25.05;26.88;27.56;26.24;23.46;23.6;23.79;22.51;20.79;20.43;20.96;20.18;20.74;18.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01751;POLLOSAN INCUBACION V1;2839463;9/05/2022;P;97.56;105.95;102.81;101.71;104.25;100.39;97.4;93.49;94.78;104.38;109.38;122.46;135.37;135.05;141.95;142.97;142.94;126.04;121.09;116.16;116.03;116.04;115.52;113.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.63;20.77;24.3;23.28;22.24;21.4;21.33;17.74;16.95;22.42;24.7;28.07;33.53;37.54;38.78;32.13;34.09;29.12;30.31;28.2;28.94;27.23;26.45;24.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01752;POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL;37922266;9/01/2022;P;1441.44;1109.88;1184.76;1192.32;1307.88;1618.2;1745.28;1784.88;1873.8;1817.64;1797.48;1893.96;1844.28;1923.48;1884.96;1879.92;1775.16;1672.56;1449;1360.44;1358.64;1385.28;1433.88;1373.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561.24;441.72;411.48;489.96;525.6;648.72;750.6;767.88;780.84;770.76;775.08;802.8;813.96;826.2;804.6;821.52;752.04;716.76;567.72;560.16;509.04;531.72;578.88;547.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01752;POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL;37922266;9/02/2022;P;951.12;964.08;1114.56;1244.16;1545.12;1578.96;1802.16;1729.44;1839.6;1787.76;1874.88;1912.32;1864.44;1907.28;1905.84;1821.6;1678.32;1529.64;1426.68;1376.28;1450.08;1450.44;1382.76;1110.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364.32;368.64;458.64;479.16;655.2;639;788.76;696.24;806.4;761.76;783.72;821.88;799.2;816.48;821.16;770.4;706.32;653.4;554.4;524.88;553.68;582.48;511.2;444.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01752;POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL;37922266;9/03/2022;P;948.96;1029.96;1089.36;1261.8;1548.72;1567.44;1742.4;1728.72;1782;1814.76;1912.68;1892.88;1880.64;1966.68;1929.6;1924.2;1825.92;1578.6;1330.2;1200.96;1214.28;1250.64;1166.4;862.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364.68;432;353.16;484.92;626.4;655.56;754.92;711;722.52;741.6;804.96;822.6;808.56;883.44;842.76;824.76;795.96;663.12;479.52;423.72;438.12;424.8;369;238.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frt01752;POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL;37922266;9/04/2022;P;739.08;660.24;705.24;893.88;987.12;891.36;869.76;789.84;934.56;857.88;906.84;943.92;905.76;869.04;898.56;900;900;901.08;900;852.12;826.92;823.68;854.28;864.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235.8;154.8;183.6;321.12;344.88;315;298.8;229.68;299.88;266.76;281.88;327.6;307.44;262.44;299.16;299.88;327.96;290.52;320.4;267.84;245.88;259.2;275.76;279.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
