,,,,,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR
Frt03502,AGROPECUARIA ALFA 1,32271905,10/02/2022,P,1.19,1.25,1.25,1.25,1.29,1.29,1.25,1.09,1.12,1.09,1.09,1.12,1.09,1.12,1.09,1.09,1.12,1.15,1.15,1.16,1.19,1.19,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,4.79,5.02,5.05,5.18,5.45,4.79,3.17,3.1,2.87,2.74,3.2,3.17,3.1,3,3.07,3.17,3.53,3.83,3.93,4.09,4.19,4.42,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt03503,AGROPECUARIA ALFA 2,32271869,10/01/2022,P,0.13,0.13,0.17,0.17,0.17,0.17,0.17,0.1,0.03,1.68,1.68,1.65,1.65,1.65,1.62,1.65,1.68,1.68,1.68,1.68,1.72,1.75,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,9.11,9.11,9.04,9.14,8.81,8.71,8.91,9.04,9.34,9.11,9.31,9.47,9.97,9.87,10.3,0.07,0.1,0.1,0.07,0.1,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt03503,AGROPECUARIA ALFA 2,32271869,10/02/2022,P,1.82,1.78,1.85,1.82,1.85,1.88,1.78,1.68,1.65,1.62,1.62,1.68,1.65,1.68,1.65,1.65,1.65,1.68,1.02,1.02,1.06,1.06,1.06,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,10.79,10.99,11.02,11.15,11.42,10.79,9.17,8.98,8.74,8.58,9.07,9.01,8.94,8.84,8.91,9.01,9.08,4.88,4.95,5.05,5.08,5.15,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt03504,AGROPECUARIA ALFA 3,32271906,10/01/2022,P,0.04,0.07,0.05,0.07,0.05,0.07,0.07,0.05,0.07,0.09,4.99,0.49,0.48,0.49,0.48,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.46,0.49,0.51,0.53,0.53,0.51,0.5,0.48,0.5,0.11,0.16,0.13,0.15,0.15,0.09,0.05,0.21,0.21,0.21,0.11,0.36,0.16,0.33
Frt03504,AGROPECUARIA ALFA 3,32271906,10/02/2022,P,0.49,0.48,0.49,0.49,0.46,0.5,0.49,0.49,0.48,0.46,0.49,0.48,0.48,0.49,0.49,0.48,0.49,0.48,0.46,0.46,0.46,0.46,0.46,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.15,0,0.01,0.07,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.2,0.12,0.03,0,0.15,0.04,0,0.07,0.21,0.29,0.04,0.24,0.15,0.05,0.04,0.04,0.03,0.18,0.4,0.4,0.38,0.34,0.32,0.25
Frt04710,HARINAGRO V1,2918017,10/01/2022,P,354.89,325.1,344.86,337.28,317.77,309.4,318.13,311.13,348.01,358.13,303.64,367.09,345.29,337.68,345.31,301.75,301.43,324.36,347.92,328.75,369.27,299.25,327.02,335.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.95,107.69,114.59,113.13,104.22,102.24,105.12,101.9,116.33,117.47,99.29,122.18,112.97,110.12,112.79,96.44,95.65,104.33,114.84,110.54,122.78,96.05,106.9,110.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt04710,HARINAGRO V1,2918017,10/02/2022,P,295.29,329.4,336.62,279.81,267.8,228.96,228.49,234.22,241.33,194.89,223.63,247.34,255.89,204.64,219.83,251.98,237.98,263.86,278.87,285.28,252.5,271.76,253.78,309.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.49,109.22,112.52,92,87.93,71.93,72.2,73.87,76.23,60.35,70.04,76.46,79.6,62.42,68.76,80.66,74.25,83.18,91.19,93.65,80.51,87.23,86.2,103.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt05111,ITALCOL GIRON PLANTA II PRINCIPAL ,38289350,10/01/2022,P,462.65,301.3,89.13,86.25,105.69,411.01,479.67,450.34,393.99,433.32,500.37,410.9,484.04,507.96,411.93,450.69,389.28,513.71,509.91,453.79,420.55,466.1,369.96,412.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.53,84.07,11.62,14.49,15.41,113.51,169.4,174.57,158.36,178.71,214.82,169.05,176.64,200.91,170.43,181.7,148.24,193.89,183.42,166.98,162.27,166.17,119.14,121.21,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt05111,ITALCOL GIRON PLANTA II PRINCIPAL ,38289350,10/02/2022,P,444.25,251.51,38.87,20.36,20.01,19.67,21.28,21.51,48.3,43.01,51.06,52.33,51.98,56.58,53.94,54.4,56.69,56.24,60.03,56.81,64.52,319.7,419.75,368.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.92,53.59,4.94,1.15,0.81,0.92,3.11,3.11,10.81,11.38,12.88,13.8,12.19,15.52,14.49,14.95,15.76,13.69,14.26,13.57,14.95,86.71,122.82,110.17,0,0.46,0.23,0.92,0.69,1.04,0.12,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
Frt05538,AGROPECUARIA ALFA 4 PRINCIPAL,32271912,10/01/2022,P,16.33,14.95,8.28,9.89,9.89,10.12,9.89,8.28,4.14,127.65,240.58,261.97,232.99,284.05,309.58,282.9,259.44,244.49,212.98,197.57,195.73,193.43,166.75,160.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,5.52,0,0.92,0.92,0.92,0.69,1.15,8.74,53.36,89.01,92.23,80.96,97.06,106.95,99.13,94.07,89.24,73.83,65.09,64.63,68.08,53.36,52.67,0,1.15,3.91,0.46,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
